restaurant_name,city,address,latitude,longitude,cuisines,price_level,avg_rating,total_reviews_count,keywords,special_diets,features,atmosphere,keywords_clean,dominant_topic,target,target_pred,probability
Le Grand Balcon,Nice,"10 rue Saint Francois de Paule, 06300 Nice France",43.695805,7.27199,"French, Healthy",€€-€€€,4.0,872.0,truffle duck risotto cod old town,Vegetarian Friendly,,4.0,truffle duck risotto cod old town,2,1,1,0.29607456531188875
L'Avant Comptoir,Paris,"3 Carrefour de l’Odeon Sixth Arrondissement, 75006 Paris France",48.851948,2.338622,"French, Wine Bar",€€-€€€,4.5,924.0,tapas bread foie gras oysters beef,Vegetarian Friendly,"Serves Alcohol, Accepts Credit Cards",4.0,tapas bread foie gras oysters beef,5,1,1,1.0575078664232374
Chez Omar,Paris,"47 rue de Bretagne, 75003 Paris France",48.863506,2.361471,"Moroccan, Mediterranean, Middle Eastern, Tunisian",€€-€€€,3.5,633.0,couscous saturday lunch algerian waiters mechoui,Vegetarian Friendly,,3.5,couscous saturday lunch algerian waiters mechoui,1,0,1,0.30148118336479995
Au Relais des Ménétriers,Ribeauville,"10 avenue du General de Gaulle, 68150 Ribeauville France",48.1907,7.325017,"French, European",€€-€€€,4.5,515.0,cod gourmand menu excellent food service wines dessert,Vegetarian Friendly,,4.0,cod gourmand menu excellent food service wines dessert,3,1,1,1.2453899963969595
Le Mini-Grill,Cabris,"Place Chauve, 06530 Cabris, Grasse France",43.656517,6.871835,"French, Mediterranean, European",€€-€€€,4.0,206.0,moules salad carafe wine great atmosphere service french cuisine,,"Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Highchairs Available",4.0,moules salad carafe wine great atmosphere service french cuisine,3,1,1,0.34075868271039517
L'Entre 2,Bedoin,"Le Cours, 84410 Bedoin France",44.123924,5.18081,"French, European",€,4.0,108.0,lunch salad burger unfussy food during our stay,Vegetarian Friendly,,4.0,lunch salad burger unfussy food during our stay,2,1,1,0.9211451171626924
La Table 38,Saint-Emilion,"38 rue Guadet, 33330 Saint-Emilion France",44.893158,-0.155323,"French, European, Healthy",€€-€€€,4.5,603.0,burger confit bread excellent meal service excellent,Vegetarian Friendly,,4.0,burger confit bread excellent meal service excellent,1,1,1,0.6364520718629177
Un canard sous l'olivier,Ussel,"Lieu Dit le Pouzat A 20 Minutes au Nord de Cahors sur la D 820 et à 7 minutes de la Sortie 57 sur l'A20, 46240, Ussel France",44.59028,1.510833,"French, Mediterranean, European",€€-€€€,5.0,274.0,canard beautiful restaurant last night service excellent lunch menu,Vegetarian Friendly,,,canard beautiful restaurant last night service excellent lunch menu,1,1,1,2.4541184808595977
Le Trefle a 4 Feuilles,Siorac-en-Perigord,"173/174 Rue de la Gare, 24170 Siorac-en-Périgord France",44.821648,0.987689,"French, European",€€-€€€,4.5,281.0,foie gras friday evening lovely restaurant excellent food service ate here,Vegetarian Friendly,,4.5,foie gras friday evening lovely restaurant excellent food service ate here,1,1,1,0.5678857324865415
L ' Arbre de Vie,Val d'Isere,"9 Immeuble des Cimes 9 Immeuble Des Cimes, 73150 Val d'Isère France",45.451008,6.976701,French,€€-€€€,4.5,250.0,tagine falafel salad steak prawns pastry,"Vegetarian Friendly, Vegan Options","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards, Table Service, Highchairs Available, Full Bar, Free Wifi",4.0,tagine falafel salad steak prawns pastry,0,1,1,1.3691869416540134
LES OMBRES Quai Branly,Paris,"27 quai Branly (Dépose taxi au 206 rue de l'Université), 75007 Paris France",48.86106,2.298549,"French, Contemporary, Pub, Gastropub",€€€€,4.0,2600.0,scallops beef eiffel tower food wine champagne,Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Non-smoking restaurants, Gift Cards Available",4.0,scallops beef eiffel tower food wine champagne,3,1,1,0.36099475916814916
Chez Rene Socca,Nice,"1 rue Pairoliere, 06300 Nice France",43.700123,7.278917,"French, Mediterranean, European",€,3.5,1124.0,zucchini flowers wooden tables cold beer mocca plate,Vegetarian Friendly,,3.5,zucchini flowers wooden tables cold beer mocca plate,5,0,1,0.8939602189813296
Le Fouquet's,Paris,"99 avenue des Champs Elysees, 75008 Paris France",48.871876,2.300924,French,€€€€,4.0,1949.0,onion soup mille feuille champs elysees people watching champagne,"Vegetarian Friendly, Vegan Options",,4.0,onion soup mille feuille champs elysees people watching champagne,0,1,0,-1.385670403870538
Chez Julien,Paris,"1 rue du Pont Louis Philippe, 75004 Paris France",48.8546,2.355019,"French, European",€€€€,3.5,875.0,chateaubriand foie gras start steak fries ravioli pepper sauce,Vegetarian Friendly,,4.0,chateaubriand foie gras start steak fries ravioli pepper sauce,0,0,0,-0.7838504997740342
The Soul Kitchen,Les Deux-Alpes,"2 rue de l Irarde, 38860 Les Deux-Alpes France",45.00643,6.122873,"French, International, European",€€-€€€,5.0,127.0,fondue small menu vegetarian chalet chef,"Vegetarian Friendly, Gluten Free Options",,,fondue small menu vegetarian chalet chef,0,1,1,2.98785283973024
Le Petit Peche,Roujan,"8 avenue de Caux, 34320 Roujan France",43.504856,3.313064,"French, European",€€-€€€,4.0,199.0,steak tartare seafood menu france,,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",3.5,steak tartare seafood menu france,4,1,1,0.3563124800204858
Le Petit Lascaris,Nice,"5 rue Droite Old Town, 06300 Nice France",43.698215,7.277622,"French, European",€€-€€€,4.0,428.0,pasta house wine chef vinaigrette leek,Vegetarian Friendly,,4.5,pasta house wine chef vinaigrette leek,4,1,1,0.6966162942977605
Le Cercle,Auxerre,"68 rue de Paris, 89000, Auxerre France",47.797104,3.569201,"Moroccan, Mediterranean, Middle Eastern, Tunisian",€€-€€€,4.5,211.0,lamb bread tagine nice service great food,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.5,lamb bread tagine nice service great food,3,1,1,1.3386220983785475
Udon Bistro Kunitoraya,Paris,"1 rue Villedo, 75001 Paris France",48.866016,2.336886,"Japanese, Asian, Soups",€€-€€€,4.0,454.0,udon beef curry tapas small restaurant neighborhood,"Vegetarian Friendly, Vegan Options",,3.5,udon beef curry tapas small restaurant neighborhood,3,1,1,1.8688875314833941
Le Wepler,Paris,"14 Place de Clichy, 75018 Paris France",48.883682,2.327747,"French, Seafood, European, Healthy",€€-€€€,4.0,1699.0,seafood clams fruits de mer whelks sauerkraut,Vegetarian Friendly,"Takeout, Seating, Serves Alcohol, Full Bar, Outdoor Seating, Highchairs Available, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Table Service",3.5,seafood clams fruits de mer whelks sauerkraut,5,1,0,-0.30178044130041304
Le Bistrot 1903,Talloires,"303 Route du Port, 74290 Talloires France",45.839447,6.210689,"French, European, Pub, Gastropub",€€€€,4.0,491.0,jean sulpice main course beautiful location dessert lake,,,,jean sulpice main course beautiful location dessert lake,4,1,1,0.0763957890851873
Illia Pasta,Nice,"4 rue Droite, 06300 Nice France",43.698235,7.277685,"Italian, Mediterranean, Street Food, Diner",€,4.5,736.0,bolognese fresh pasta ratatouille old town small restaurant,"Vegetarian Friendly, Vegan Options",,,bolognese fresh pasta ratatouille old town small restaurant,3,1,1,1.935206944230254
The Wine Factory,Les Houches,"19 Place de la Mairie, 74310 Les Houches, Chamonix France",45.88972,6.797897,"French, Brew Pub, Wine Bar",€€-€€€,5.0,126.0,cold meats different wines fantastic wine bar perfect spot relaxed atmosphere,,,,cold meats different wines fantastic wine bar perfect spot relaxed atmosphere,2,1,1,0.5934970613180748
Le Sanboulou,Meze,"Quai Baptiste Guitard Les Rives du Port, 34140 Meze France",43.423073,3.606916,"French, Mediterranean, Grill, European",€€-€€€,4.0,135.0,crepes oysters course menu waterfront menus,,,,crepes oysters course menu waterfront menus,5,1,1,0.01602306502815798
Le Cafe Zephyr,Paris,"12 boulevard Montmartre, 75009 Paris France",48.871742,2.34185,"French, Bar, Cafe, European",€€-€€€,3.5,461.0,baguette croissants french breakfast leisurely lunch people watching,Vegetarian Friendly,,3.5,baguette croissants french breakfast leisurely lunch people watching,5,0,0,-0.7156098186302285
Le Cul De Poule,Avignon,"2 Place des Carmes, 84000, Avignon France",43.95018,4.813331,"French, Mediterranean, European",€€-€€€,4.0,346.0,salad beef carpaccio fries potatoes plat du jour,"Vegetarian Friendly, Vegan Options",,4.0,salad beef carpaccio fries potatoes plat du jour,2,1,1,0.14964852887363056
Le Belvedere,Les Gets,"Au Sommet de la Telecabine du Mont-Chery, 74260 Les Gets France",46.165394,6.658268,"French, Fast food",€€-€€€,4.0,129.0,lunch mont chery stupendous valley views,,,3.5,lunch mont chery stupendous valley views,0,1,1,0.8408781247194792
Le Moulin De La Galette,Bayeux,"38 rue de Nesmond Impasse du Moulin de Coisel, 14400, Bayeux France",49.273846,-0.701007,"French, European, Healthy",€€-€€€,4.5,1824.0,galettes dessert crepes gallette ham burger,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Street Parking, Accepts Credit Cards, Table Service, Waterfront",4.5,galettes dessert crepes gallette ham burger,5,1,0,-0.692901322250887
Huguette Bistro de la Mer,Paris,"81 rue de Seine, 75006 Paris France",48.853233,2.336965,"French, Seafood",€€-€€€,4.0,694.0,oysters soupe de poisson grilled dorado razor clams octopus,,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",,oysters soupe de poisson grilled dorado razor clams octopus,5,1,0,-0.6126408504151512
Da Marco,Lourdes,"47 rue de la Grotte, 65100, Lourdes France",43.095055,-0.048635,"Italian, Pizza, Mediterranean, European",€€-€€€,4.5,863.0,pizza pasta dishes great atmosphere friendly service place eat,"Vegetarian Friendly, Vegan Options",,4.0,pizza pasta dishes great atmosphere friendly service place eat,3,1,1,0.18260516723295683
La Garenne,Huby-Saint-Leu,"On the Intersection of avenue Jean Moulin And avenue du Gen Leclerc in Huby St Leu Hesdin, 62140 Huby-Saint-Leu France",50.382263,2.038529,"French, European",€€-€€€,4.5,264.0,steak foie gras perfect evening service excellent wine list,,"Reservations, Outdoor Seating, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Highchairs Available",4.5,steak foie gras perfect evening service excellent wine list,4,1,1,0.9193414299143721
Romantica Caffe Invalides,Paris,"96 boulevard de la Tour Maubourg, 75007 Paris France",48.854206,2.309756,"Italian, Mediterranean, European",€€-€€€,4.0,273.0,pasta flambe cheese wheel leggera museum,Vegetarian Friendly,,3.5,pasta flambe cheese wheel leggera museum,1,1,0,-0.3455173387868583
CIBO Pizzeria,Biarritz,"51 Bis Rue Gambetta, 64200 Biarritz France",43.479168,-1.564244,"Italian, Pizza, European",€€-€€€,4.5,587.0,cibo pizza small menu friendly service ingredients,"Vegetarian Friendly, Vegan Options",,,cibo pizza small menu friendly service ingredients,3,1,1,1.6378113046080345
Auberge Des Chasseurs,Echenevex,"Naz Dessus, 01170 Echenevex France",46.304565,6.027742,"French, European",€€€€,4.0,128.0,ice cream mont blanc food wine main course volaille,,"Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Wheelchair Accessible, Serves Alcohol, Table Service",4.0,ice cream mont blanc food wine main course volaille,0,1,1,0.9619413527425433
Auberge de la Feuille d'Erable,Sixt-Fer-a-Cheval,"Chef Lieu, 74740 Sixt-Fer-a-Cheval France",46.054363,6.77571,French,€€-€€€,4.5,244.0,fondue steak porcini great evening cream,,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",4.5,fondue steak porcini great evening cream,0,1,1,0.8723130389825835
La Table De Nathalie Porto-Vecchio,Porto-Vecchio,"4 rue Jean Jaures, 20137, Porto-Vecchio, Corsica France",41.59018,9.277196,"French, Mediterranean, European, Healthy",€€€€,4.5,1464.0,steak seafood pork fabulous food book advance,Vegetarian Friendly,,4.0,steak seafood pork fabulous food book advance,0,1,1,1.669908927649733
Le Taj Mahal,Royan,"126 rue Gambetta 17200, 17200, Royan France",45.622124,-1.030518,"Indian, Pakistani",€€-€€€,4.0,177.0,curries rice indian food spicier spicy,"Vegetarian Friendly, Vegan Options",,3.5,curries rice indian food spicier spicy,3,1,1,0.8562014869421146
Le Clou,Strasbourg,"3 rue du Chaudron Dans Le Quartier Du Carre D'Or, 67000, Strasbourg France",48.58268,7.749022,"French, European",€€-€€€,4.0,1072.0,sauerkraut choucroute ham foie gras kidney,,"Reservations, Seating, Highchairs Available, Serves Alcohol, Accepts Credit Cards, Table Service",4.0,sauerkraut choucroute ham foie gras kidney,5,1,0,-0.8337320942744145
McDonalds Disneyland Paris,Chessy,"ZAC dit du Parc et du Centre Touristique Lieu dit Disney Village, 77700 Chessy, Marne-la-Vallee France",48.869537,2.783529,"American, Fast food",€,3.0,435.0,doughnuts chicken cheapest place eat lunch time mccafe,,"Takeout, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Free Wifi, Accepts Credit Cards",,doughnuts chicken cheapest place eat lunch time mccafe,0,0,1,0.87637306254126
JR Bistronomie,Menton,"11 rue Trenca, 06500, Menton France",43.775555,7.504564,"French, European, Healthy",€€-€€€,5.0,153.0,lamb business lunch absolute fabulous food hugo,,,,lamb business lunch absolute fabulous food hugo,1,1,1,1.3897304835662263
Lanterne Rouge,Pontivy,"rue Joseph Quilliou, 56300 Pontivy France",48.04108,-2.9577,"Chinese, Asian",€,4.0,130.0,your choice all you can eat buffet style sauce euros,Vegetarian Friendly,,4.0,your choice all you can eat buffet style sauce euros,2,1,0,-0.5105992331070451
Villa Tri Men,Sainte-Marine,"16 Rue du Phare Sainte-Marine, Combrit, 29120 Sainte-Marine, Combrit France",47.87258,-4.117876,"French, European",€€€€,4.5,240.0,tasting menu turbot lobster michelin star great chef,,,4.5,tasting menu turbot lobster michelin star great chef,4,1,1,2.8158114413971003
Restaurant la Cote de Boeuf du Vieux Bordeaux,Bordeaux,"13 rue des Faussets Numero de la Suite, Intersection, Place, 33000, Bordeaux France",44.840416,-0.570503,"French, European",€€-€€€,3.5,583.0,steak cooked perfectly set menu marrow euros,,"Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Accepts Credit Cards, Table Service",3.0,steak cooked perfectly set menu marrow euros,4,0,1,0.15547085084815226
Le Comptoir Nature,Le Somail,"Chemin de Halage, 1, 11120 Le Somail France",43.266,2.9044,"Mediterranean, French, European",€€-€€€,4.0,554.0,canal du friendly service vegetarian dishes highly recommend restaurant france,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.5,canal du friendly service vegetarian dishes highly recommend restaurant france,0,1,1,1.3196452965061085
Le Sâotico,Paris,"96 rue de Richelieu, 75002 Paris France",48.870598,2.339446,"Gastropub, French, European",€€-€€€,4.5,983.0,duck confit steak salad english menu main course,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Delivery, Takeout, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts American Express, Accepts Credit Cards, Table Service, Wine and Beer, Digital Payments, Dog Friendly",4.5,duck confit steak salad english menu main course,5,1,1,0.9896283960021477
